record_id,test_date,plant_name,vehicle_model,supplier_id,supplier_name,supplier_batch_id,part_name,part_category,market_price_inr,open_market_price_range_inr,qty_inspected,qty_defective,ppm,otd_pct,audit_score_pct,cpk,belt_tension_dev_ratio,slip_ratio,crack_density_per_100mm,pressure_retention_ratio,hose_leak_rate_ml_min,engine_temp_dev_ratio,filter_pressure_drop_pa_ratio,filtration_efficiency,fuel_penalty_ratio,brake_leak_rate_cc_min,pushrod_stroke_excess_ratio,brake_response_lag_s_ratio,relay_brake_lag_s_ratio,relay_pressure_delivery_ratio,relay_leak_rate_cc_min,pulse_integrity_ratio,speed_deviation_ratio,dropout_count_ratio,bearing_temp_rise_c_ratio,bearing_vibration_rms_ratio,bearing_play_mm_ratio,ujoint_vibration_rms_ratio,ujoint_backlash_mm_ratio,ujoint_temp_rise_c_ratio,downstream_water_ppm_ratio,separator_dp_kpa_ratio,service_compliance_ratio,data_source_type,impact_raw,criticality_weight_0_1,min_required_sqm_0_1,importance_band,part_quality_score_recomputed_0_1,supplier_quality_score_recomputed_0_1,sqm_gap_to_target_0_1,part_gap_to_target_0_1,weighted_loss_priority_0_1,sqm_status,action_priority,risk_label_current_scenario,dataset_note_current_scenario
410,03-02-2026,Jamshedpur Plant,Cargo 1916,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-7997,Wheel Speed Sensor,Electrical/Sensor,1022.87,500-1250,66,0,2196,88.75,78.37,1.53,,,,,,,,,,,,,,,,0.9304,0.1283,0.1458,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.89,0.87,-0.03,-0.01,0.15,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
411,14-04-2026,Bangalore Plant,Tipper 3523,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-WHE-7811,Wheel Speed Sensor,Electrical/Sensor,540.96,500-1250,235,1,2366,93.37,93.31,1.455,,,,,,,,,,,,,,,,0.9537,0.0818,0.0993,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.93,0.91,0.01,0.03,0.06,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
412,07-02-2026,Bangalore Plant,Rigid Truck 2818,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-7571,Wheel Speed Sensor,Electrical/Sensor,853.72,500-1250,84,0,1038,96.37,95.1,1.65,,,,,,,,,,,,,,,,0.933,0.0144,0.0375,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.96,0.95,0.05,0.06,0.11,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
413,19-08-2025,Chennai Plant,School Bus 1017,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-8338,Wheel Speed Sensor,Electrical/Sensor,954.42,500-1250,49,0,4654,84.19,88.37,1.238,,,,,,,,,,,,,,,,0.7586,0.0545,0.3527,,,,,,,,,,Bench Test,8.5,0.9,0.9,High,0.8,0.79,-0.11,-0.1,0.19,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
414,09-03-2026,Pune Plant,Rigid Truck 2818,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-5222,Wheel Speed Sensor,Electrical/Sensor,961.3,500-1250,147,1,3835,98.82,89.43,1.382,,,,,,,,,,,,,,,,0.9277,0.0342,0.212,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.91,0.88,-0.02,0.01,0.13,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
415,25-01-2025,Pune Plant,Cargo 1916,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-9032,Wheel Speed Sensor,Electrical/Sensor,1117.73,500-1250,195,0,2041,93.17,80.42,1.452,,,,,,,,,,,,,,,,0.8899,0.2331,0.0349,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.86,0.88,-0.02,-0.04,0.16,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
416,19-11-2025,Pune Plant,Bus Chassis 1624,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-5052,Wheel Speed Sensor,Electrical/Sensor,565.23,500-1250,192,1,3651,95.24,71.3,1.266,,,,,,,,,,,,,,,,0.8247,0.1519,0.2146,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.83,0.82,-0.08,-0.07,0.12,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
417,12-05-2026,Chennai Plant,Tipper 3523,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-WHE-4625,Wheel Speed Sensor,Electrical/Sensor,927.64,500-1250,126,0,2415,95.97,96.74,1.409,,,,,,,,,,,,,,,,0.8977,0.2567,0.1553,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.83,0.9,0,-0.07,0.12,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
418,17-01-2025,Pune Plant,Rigid Truck 2818,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-8837,Wheel Speed Sensor,Electrical/Sensor,1233.09,500-1250,285,0,0,100,100,1.455,,,,,,,,,,,,,,,,0.9846,0.0024,0.0028,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.99,1,0.1,0.09,0.16,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
419,14-01-2025,Jamshedpur Plant,School Bus 1017,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-2099,Wheel Speed Sensor,Electrical/Sensor,1097.48,500-1250,185,0,761,95.94,87.5,1.449,,,,,,,,,,,,,,,,0.819,0.1584,0.0579,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.85,0.92,0.02,-0.05,0.14,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
420,14-01-2026,Chennai Plant,Bus Chassis 1624,SUP-DELTA,Delta Fleet Components,SUP-DELTA-WHE-7673,Wheel Speed Sensor,Electrical/Sensor,928.4,500-1250,135,1,3831,94.78,100,1.466,,,,,,,,,,,,,,,,0.8889,0.1665,0.214,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.85,0.87,-0.03,-0.05,0.14,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
421,24-04-2026,Chennai Plant,Tipper 3523,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-7856,Wheel Speed Sensor,Electrical/Sensor,935.91,500-1250,293,0,1349,87.69,98.73,1.336,,,,,,,,,,,,,,,,0.8537,0.0866,0.2628,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.85,0.91,0.01,-0.05,0.12,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
422,13-04-2026,Bangalore Plant,Cargo 1916,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-4382,Wheel Speed Sensor,Electrical/Sensor,672.74,500-1250,243,0,1618,94.21,91.34,1.4,,,,,,,,,,,,,,,,0.9121,0.0237,0.0734,,,,,,,,,,Incoming QC,8.5,0.9,0.9,High,0.94,0.93,0.03,0.04,0.08,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
423,20-05-2025,Jamshedpur Plant,Tipper 3523,SUP-DELTA,Delta Fleet Components,SUP-DELTA-WHE-3064,Wheel Speed Sensor,Electrical/Sensor,932.41,500-1250,145,0,2254,87.57,84.65,1.205,,,,,,,,,,,,,,,,0.7819,0.0939,0.211,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.83,0.85,-0.05,-0.07,0.15,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
424,02-05-2026,Jamshedpur Plant,Tipper 3523,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-9177,Wheel Speed Sensor,Electrical/Sensor,1111.1,500-1250,158,1,3203,97.13,93.94,1.702,,,,,,,,,,,,,,,,0.9128,0.0432,0.1076,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.92,0.9,0,0.02,0.14,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
425,28-11-2025,Chennai Plant,Cargo 1916,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-6648,Wheel Speed Sensor,Electrical/Sensor,717.3,500-1250,132,1,4689,97.14,76.61,1.189,,,,,,,,,,,,,,,,0.845,0.1224,0.2789,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.83,0.8,-0.1,-0.07,0.15,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
426,01-05-2026,Pune Plant,School Bus 1017,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-WHE-4127,Wheel Speed Sensor,Electrical/Sensor,1037.45,500-1250,43,0,2845,93.02,96.76,1.194,,,,,,,,,,,,,,,,0.874,0.1301,0.1874,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.86,0.87,-0.03,-0.04,0.15,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
427,04-06-2025,Chennai Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-3581,Wheel Speed Sensor,Electrical/Sensor,1149.67,500-1250,271,1,2884,97.49,83.16,1.342,,,,,,,,,,,,,,,,0.8757,0.0859,0.1909,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.88,0.88,-0.02,-0.02,0.16,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
428,04-08-2025,Bangalore Plant,Cargo 1916,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-7183,Wheel Speed Sensor,Electrical/Sensor,617.27,500-1250,108,0,1293,96.24,81.62,1.461,,,,,,,,,,,,,,,,0.879,0.1399,0.1755,,,,,,,,,,Dealer Service,8.5,0.9,0.9,High,0.86,0.9,0,-0.04,0.07,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
429,27-04-2025,Pune Plant,Cargo 1916,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-5076,Wheel Speed Sensor,Electrical/Sensor,836.95,500-1250,223,0,1387,100,98.29,1.467,,,,,,,,,,,,,,,,0.9526,0.0383,0.0266,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.96,0.96,0.06,0.06,0.1,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
430,10-03-2026,Chennai Plant,Tipper 3523,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-2189,Wheel Speed Sensor,Electrical/Sensor,965.83,500-1250,238,1,5380,86.87,71.25,1.185,,,,,,,,,,,,,,,,0.7658,0.3669,0.3509,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.7,0.73,-0.17,-0.2,0.24,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
431,15-12-2025,Bangalore Plant,Rigid Truck 2818,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-6285,Wheel Speed Sensor,Electrical/Sensor,525.78,500-1250,111,0,2001,100,95.92,1.607,,,,,,,,,,,,,,,,0.7881,0.0441,0.2192,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.85,0.91,0.01,-0.05,0.06,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
432,20-03-2025,Bangalore Plant,School Bus 1017,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-WHE-2932,Wheel Speed Sensor,Electrical/Sensor,893.15,500-1250,209,1,3706,90.85,86.43,1.31,,,,,,,,,,,,,,,,0.9659,0.1612,0.0607,,,,,,,,,,Warranty Record,8.5,0.9,0.9,High,0.92,0.86,-0.04,0.02,0.14,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
433,28-10-2025,Chennai Plant,Bus Chassis 1624,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-3500,Wheel Bearing,Mechanical,419.24,180-1100,187,0,1886,93.64,96.34,1.43,,,,,,,,,,,,,,,,,,,0.1153,0.0834,0.1031,,,,,,,Bench Test,9,0.95,0.95,Very High,0.9,0.92,-0.03,-0.05,0.07,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
434,03-06-2025,Chennai Plant,Bus Chassis 1624,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-8170,Wheel Bearing,Mechanical,493.69,180-1100,87,0,4234,89.33,92.22,1.181,,,,,,,,,,,,,,,,,,,0.263,0.2186,0.2207,,,,,,,Warranty Record,9,0.95,0.95,Very High,0.76,0.8,-0.15,-0.19,0.16,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
435,12-04-2025,Bangalore Plant,Tipper 3523,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-WHE-3944,Wheel Bearing,Mechanical,414.69,180-1100,85,0,324,99.6,95.5,1.823,,,,,,,,,,,,,,,,,,,0.1538,0.0917,0.0226,,,,,,,Bench Test,9,0.95,0.95,Very High,0.9,0.96,0.01,-0.05,0.04,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
436,20-02-2025,Pune Plant,Cargo 1916,SUP-DELTA,Delta Fleet Components,SUP-DELTA-WHE-1229,Wheel Bearing,Mechanical,606.53,180-1100,249,0,798,95.37,99.52,1.587,,,,,,,,,,,,,,,,,,,0.0493,0.0374,0.02,,,,,,,Incoming QC,9,0.95,0.95,Very High,0.96,0.96,0.01,0.01,0.07,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
437,22-11-2025,Jamshedpur Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-5366,Wheel Bearing,Mechanical,232.53,180-1100,216,1,3828,95,91.78,1.22,,,,,,,,,,,,,,,,,,,0.2226,0.073,0.2008,,,,,,,Dealer Service,9,0.95,0.95,Very High,0.84,0.84,-0.11,-0.11,0.1,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
438,12-03-2026,Bangalore Plant,Cargo 1916,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-4749,Wheel Bearing,Mechanical,797.1,180-1100,86,0,1885,100,88.39,1.455,,,,,,,,,,,,,,,,,,,0.0978,0.1117,0.0379,,,,,,,Bench Test,9,0.95,0.95,Very High,0.91,0.92,-0.03,-0.04,0.12,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
439,07-04-2025,Pune Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-3311,Wheel Bearing,Mechanical,202.99,180-1100,156,1,3735,87.57,97.09,1.48,,,,,,,,,,,,,,,,,,,0.2237,0.142,0.1053,,,,,,,Dealer Service,9,0.95,0.95,Very High,0.83,0.85,-0.1,-0.12,0.09,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
440,11-05-2026,Jamshedpur Plant,School Bus 1017,SUP-ALPHA,Alpha Mobility Components,SUP-ALPHA-WHE-1838,Wheel Bearing,Mechanical,349.51,180-1100,133,0,3636,100,86.83,1.336,,,,,,,,,,,,,,,,,,,0.1657,0.2224,0.0295,,,,,,,Bench Test,9,0.95,0.95,Very High,0.85,0.87,-0.08,-0.1,0.09,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
441,14-01-2025,Bangalore Plant,Tipper 3523,SUP-DELTA,Delta Fleet Components,SUP-DELTA-WHE-1726,Wheel Bearing,Mechanical,951.33,180-1100,264,0,1093,87.34,96.03,1.284,,,,,,,,,,,,,,,,,,,0.1104,0.1376,0.1084,,,,,,,Incoming QC,9,0.95,0.95,Very High,0.88,0.91,-0.04,-0.07,0.15,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
442,27-12-2025,Pune Plant,School Bus 1017,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-1066,Wheel Bearing,Mechanical,277.2,180-1100,97,0,3463,89.72,83.11,1.456,,,,,,,,,,,,,,,,,,,0.1657,0.1146,0.2001,,,,,,,Warranty Record,9,0.95,0.95,Very High,0.84,0.84,-0.11,-0.11,0.1,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
443,02-01-2025,Pune Plant,Rigid Truck 2818,SUP-GAMMA,Gamma Motion Parts,SUP-GAMMA-WHE-7906,Wheel Bearing,Mechanical,197.63,180-1100,243,0,1967,94.35,100,1.413,,,,,,,,,,,,,,,,,,,0.2115,0.0497,0.1364,,,,,,,Warranty Record,9,0.95,0.95,Very High,0.86,0.91,-0.04,-0.09,0.04,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
444,10-05-2026,Jamshedpur Plant,Bus Chassis 1624,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-6577,Wheel Bearing,Mechanical,1021.65,180-1100,298,0,1000,98.57,93.08,1.274,,,,,,,,,,,,,,,,,,,0.1335,0.1008,0.1546,,,,,,,Incoming QC,9,0.95,0.95,Very High,0.87,0.93,-0.02,-0.08,0.14,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
445,14-03-2026,Chennai Plant,Tipper 3523,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-2322,Wheel Bearing,Mechanical,464.71,180-1100,246,0,896,98.1,87.88,1.64,,,,,,,,,,,,,,,,,,,0.16,0.0566,0.0174,,,,,,,Warranty Record,9,0.95,0.95,Very High,0.91,0.94,-0.01,-0.04,0.06,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
446,27-04-2026,Chennai Plant,School Bus 1017,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-1175,Wheel Bearing,Mechanical,360.93,180-1100,142,0,1682,100,97.08,1.433,,,,,,,,,,,,,,,,,,,0.1105,0.1445,0.0393,,,,,,,Dealer Service,9,0.95,0.95,Very High,0.9,0.93,-0.02,-0.05,0.05,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
447,13-06-2025,Bangalore Plant,Bus Chassis 1624,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-3642,Wheel Bearing,Mechanical,653.6,180-1100,67,0,4005,79.53,99.42,1.472,,,,,,,,,,,,,,,,,,,0.2354,0.0892,0.0619,,,,,,,Dealer Service,9,0.95,0.95,Very High,0.86,0.84,-0.11,-0.09,0.16,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
448,17-04-2025,Bangalore Plant,School Bus 1017,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-3431,Wheel Bearing,Mechanical,802.95,180-1100,148,1,4140,95.53,87.22,1.534,,,,,,,,,,,,,,,,,,,0.0774,0.0843,0.0758,,,,,,,Bench Test,9,0.95,0.95,Very High,0.92,0.87,-0.08,-0.03,0.16,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
449,07-07-2025,Pune Plant,Bus Chassis 1624,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-8226,Wheel Bearing,Mechanical,186.29,180-1100,198,0,1106,93.46,84.83,1.301,,,,,,,,,,,,,,,,,,,0.1583,0.0823,0.0472,,,,,,,Incoming QC,9,0.95,0.95,Very High,0.9,0.91,-0.04,-0.05,0.04,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
450,11-03-2026,Chennai Plant,Tipper 3523,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-6510,Wheel Bearing,Mechanical,760.18,180-1100,41,0,3170,92.42,88.98,1.498,,,,,,,,,,,,,,,,,,,0.0813,0.0637,0.1494,,,,,,,Warranty Record,9,0.95,0.95,Very High,0.91,0.88,-0.07,-0.04,0.14,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
451,20-06-2025,Jamshedpur Plant,School Bus 1017,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-8281,Wheel Bearing,Mechanical,426.56,180-1100,108,0,2404,94.56,91.85,1.355,,,,,,,,,,,,,,,,,,,0.2224,0.1183,0.2179,,,,,,,Dealer Service,9,0.95,0.95,Very High,0.82,0.88,-0.07,-0.13,0.1,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
452,06-06-2025,Chennai Plant,Tipper 3523,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-5157,Wheel Bearing,Mechanical,780.1,180-1100,299,0,1142,96.91,88.94,1.522,,,,,,,,,,,,,,,,,,,0.0583,0.0464,0.1217,,,,,,,Incoming QC,9,0.95,0.95,Very High,0.93,0.94,-0.01,-0.02,0.1,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
453,19-12-2025,Jamshedpur Plant,Cargo 1916,SUP-DELTA,Delta Fleet Components,SUP-DELTA-WHE-5652,Wheel Bearing,Mechanical,1089.41,180-1100,131,0,1203,94.57,92.19,1.534,,,,,,,,,,,,,,,,,,,0.17,0.058,0.0648,,,,,,,Warranty Record,9,0.95,0.95,Very High,0.9,0.93,-0.02,-0.05,0.15,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
454,30-01-2025,Pune Plant,Tipper 3523,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-5675,Wheel Bearing,Mechanical,494.85,180-1100,153,0,2784,93.3,89.46,1.453,,,,,,,,,,,,,,,,,,,0.0761,0.0504,0.1493,,,,,,,Incoming QC,9,0.95,0.95,Very High,0.91,0.89,-0.06,-0.04,0.1,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
455,21-03-2026,Jamshedpur Plant,Cargo 1916,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-2353,Wheel Bearing,Mechanical,590.22,180-1100,285,1,4197,96.96,90.15,1.534,,,,,,,,,,,,,,,,,,,0.2059,0.0904,0.1133,,,,,,,Incoming QC,9,0.95,0.95,Very High,0.86,0.86,-0.09,-0.09,0.13,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
456,30-04-2026,Pune Plant,School Bus 1017,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-7841,Wheel Bearing,Mechanical,497.19,180-1100,110,0,2803,89.63,97.34,1.475,,,,,,,,,,,,,,,,,,,0.1916,0.1797,0.157,,,,,,,Dealer Service,9,0.95,0.95,Very High,0.82,0.87,-0.08,-0.13,0.11,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
457,26-05-2025,Pune Plant,Cargo 1916,SUP-ZETA,Zeta Brake and Flow,SUP-ZETA-WHE-1490,Wheel Bearing,Mechanical,593.7,180-1100,124,0,1870,94.08,93.43,1.298,,,,,,,,,,,,,,,,,,,0.1369,0.0805,0.098,,,,,,,Bench Test,9,0.95,0.95,Very High,0.89,0.91,-0.04,-0.06,0.1,Near Target,Monitor,Watchlist,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
458,09-11-2025,Chennai Plant,School Bus 1017,SUP-EPS,Epsilon Drives & Seals,SUP-EPS-WHE-9113,Wheel Bearing,Mechanical,598.96,180-1100,154,1,4054,92.6,92.59,1.408,,,,,,,,,,,,,,,,,,,0.0303,0.1042,0.1445,,,,,,,Incoming QC,9,0.95,0.95,Very High,0.92,0.87,-0.08,-0.03,0.13,Below Target,Monitor,High Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
459,02-01-2026,Pune Plant,Bus Chassis 1624,SUP-BETA,Beta Truck Systems,SUP-BETA-WHE-8856,Wheel Bearing,Mechanical,757.79,180-1100,55,0,0,100,100,1.501,,,,,,,,,,,,,,,,,,,0.0117,0.0095,0.0205,,,,,,,Dealer Service,9,0.95,0.95,Very High,0.99,1,0.05,0.04,0.09,Target Met,Monitor,Low Risk,"Synthetic project dataset: decimal SQM scores rounded to 2 decimals, importance-based targets by part, and weighted loss-priority optimization."
